Time,Temp_F,DewPoint_F,Humidity,Wind,WindSpeed_mph,WindGust_mph,Pressure_in,Precip_,Condition
2:00 PM,79,77,94,SSW,3,0,29.81,0.0,Partly Cloudy
2:30 PM,79,77,94,VAR,5,0,29.81,0.0,Partly Cloudy
3:00 PM,79,77,94,VAR,5,0,29.78,0.0,Partly Cloudy
3:30 PM,81,77,89,NNW,5,0,29.78,0.0,Partly Cloudy
4:00 PM,77,75,94,WSW,3,0,29.78,0.0,Partly Cloudy
4:30 PM,77,75,94,SW,5,0,29.75,0.0,Partly Cloudy
5:00 PM,77,77,100,SSW,3,0,29.78,0.0,Partly Cloudy
5:30 PM,77,77,100,VAR,2,0,29.78,0.0,Partly Cloudy
6:00 PM,77,77,100,VAR,1,0,29.78,0.0,Partly Cloudy
6:30 PM,77,75,94,WNW,7,0,29.78,0.0,Partly Cloudy
7:00 PM,77,75,94,VAR,1,0,29.78,0.0,Partly Cloudy
7:30 PM,77,75,94,VAR,1,0,29.78,0.0,Partly Cloudy
8:00 PM,75,75,100,VAR,2,0,29.81,0.0,Mostly Cloudy
8:30 PM,77,75,94,VAR,2,0,29.81,0.0,Mostly Cloudy
9:00 PM,77,75,94,VAR,1,0,29.84,0.0,Mostly Cloudy
9:30 PM,75,75,100,VAR,1,0,29.84,0.0,Mostly Cloudy
10:00 PM,77,75,94,VAR,2,0,29.84,0.0,Mostly Cloudy
10:30 PM,75,75,100,VAR,2,0,29.84,0.0,Mostly Cloudy
11:00 PM,77,75,94,VAR,2,0,29.84,0.0,Mostly Cloudy
11:30 PM,77,75,94,WNW,3,0,29.84,0.0,Mostly Cloudy
12:00 AM,77,75,94,WNW,3,0,29.87,0.0,Mostly Cloudy
12:30 AM,75,75,100,NNW,2,0,29.87,0.0,Mostly Cloudy
1:00 AM,75,75,100,VAR,2,0,29.87,0.0,Mostly Cloudy
1:30 AM,77,75,94,VAR,2,0,29.84,0.0,Mostly Cloudy
2:00 AM,75,75,100,VAR,1,0,29.84,0.0,Mostly Cloudy
2:30 AM,77,75,94,VAR,2,0,29.81,0.0,Mostly Cloudy
3:00 AM,77,77,100,VAR,2,0,29.81,0.0,Mostly Cloudy
3:30 AM,77,77,100,NNE,3,0,29.81,0.0,Mostly Cloudy
4:00 AM,77,75,94,VAR,2,0,29.81,0.0,Mostly Cloudy
4:30 AM,77,75,94,VAR,2,0,29.78,0.0,Mostly Cloudy
5:00 AM,77,75,94,VAR,2,0,29.78,0.0,Mostly Cloudy
5:30 AM,77,77,100,VAR,2,0,29.78,0.0,Mostly Cloudy
6:00 AM,77,77,100,VAR,2,0,29.78,0.0,Mostly Cloudy
6:30 AM,77,77,100,VAR,2,0,29.81,0.0,Mostly Cloudy
7:00 AM,77,77,100,N,3,0,29.81,0.0,Mostly Cloudy
7:30 AM,77,77,100,VAR,2,0,29.81,0.0,Mostly Cloudy
8:00 AM,77,77,100,VAR,2,0,29.81,0.0,Mostly Cloudy
8:30 AM,79,77,94,VAR,2,0,29.84,0.0,Mostly Cloudy
9:00 AM,81,77,89,VAR,2,0,29.84,0.0,Mostly Cloudy
9:30 AM,81,77,89,VAR,3,0,29.84,0.0,Mostly Cloudy
10:00 AM,82,77,84,NE,7,0,29.84,0.0,Mostly Cloudy
10:30 AM,84,77,79,NE,6,0,29.84,0.0,Mostly Cloudy
11:00 AM,84,77,79,NNE,6,0,29.84,0.0,Mostly Cloudy
11:30 AM,86,79,79,NE,6,0,29.84,0.0,Mostly Cloudy
12:00 PM,86,77,74,NE,6,0,29.84,0.0,Mostly Cloudy
12:30 PM,88,77,70,NE,5,0,29.84,0.0,Mostly Cloudy
1:00 PM,88,75,66,ENE,3,0,29.84,0.0,Mostly Cloudy
1:30 PM,88,75,66,NE,5,0,29.81,0.0,Mostly Cloudy
2:00 PM,86,75,70,ENE,3,0,29.81,0.0,Mostly Cloudy
2:30 PM,84,77,79,SE,9,0,29.78,0.0,Mostly Cloudy
3:00 PM,82,77,84,ESE,13,0,29.78,0.0,Partly Cloudy
3:30 PM,79,73,83,E,13,0,29.75,0.0,Partly Cloudy
4:00 PM,82,77,84,ESE,7,0,29.75,0.0,Partly Cloudy
4:30 PM,82,77,84,E,3,0,29.75,0.0,Partly Cloudy
5:00 PM,79,75,89,W,5,0,29.75,0.0,Partly Cloudy
5:30 PM,79,77,94,VAR,1,0,29.75,0.0,Partly Cloudy
6:00 PM,81,77,89,VAR,1,0,29.75,0.0,Partly Cloudy
6:30 PM,82,75,79,VAR,5,0,29.78,0.0,Partly Cloudy
7:00 PM,82,75,79,NE,5,0,29.78,0.0,Mostly Cloudy
7:30 PM,81,75,84,NNE,5,0,29.78,0.0,Mostly Cloudy
8:00 PM,81,75,84,NE,5,0,29.81,0.0,Mostly Cloudy
8:30 PM,81,77,89,NE,5,0,29.81,0.0,Mostly Cloudy
9:00 PM,81,77,89,NE,6,0,29.81,0.0,Mostly Cloudy
9:30 PM,81,75,84,NE,5,0,29.84,0.0,Mostly Cloudy
10:00 PM,81,77,89,VAR,2,0,29.84,0.0,Mostly Cloudy
10:30 PM,81,77,89,N,3,0,29.84,0.0,Mostly Cloudy
11:00 PM,79,75,89,N,3,0,29.84,0.0,Mostly Cloudy
11:30 PM,79,77,94,VAR,2,0,29.84,0.0,Mostly Cloudy
12:00 AM,79,77,94,VAR,2,0,29.84,0.0,Mostly Cloudy
12:30 AM,79,77,94,VAR,2,0,29.84,0.0,Mostly Cloudy
1:00 AM,79,77,94,N,3,0,29.84,0.0,Mostly Cloudy
1:30 AM,79,77,94,VAR,2,0,29.84,0.0,Mostly Cloudy
2:00 AM,79,77,94,VAR,2,0,29.84,0.0,Mostly Cloudy
2:30 AM,79,77,94,N,3,0,29.84,0.0,Mostly Cloudy
3:00 AM,77,75,94,VAR,2,0,29.81,0.0,Mostly Cloudy
3:30 AM,77,75,94,NNW,3,0,29.81,0.0,Mostly Cloudy
4:00 AM,77,75,94,NNW,5,0,29.81,0.0,Mostly Cloudy
4:30 AM,77,75,94,NNW,3,0,29.81,0.0,Partly Cloudy
5:00 AM,77,75,94,N,3,0,29.78,0.0,Partly Cloudy
5:30 AM,77,75,94,VAR,2,0,29.81,0.0,Partly Cloudy
6:00 AM,77,75,94,VAR,2,0,29.78,0.0,Partly Cloudy
6:30 AM,77,75,94,VAR,2,0,29.78,0.0,Partly Cloudy
7:00 AM,77,75,94,VAR,2,0,29.81,0.0,Mostly Cloudy
7:30 AM,77,77,100,N,3,0,29.81,0.0,Mostly Cloudy
8:00 AM,79,77,94,N,3,0,29.81,0.0,Mostly Cloudy
8:30 AM,79,75,89,NNE,5,0,29.84,0.0,Mostly Cloudy
9:00 AM,79,75,89,N,6,0,29.84,0.0,Mostly Cloudy
9:30 AM,77,75,94,N,5,0,29.87,0.0,Mostly Cloudy
10:00 AM,77,75,94,VAR,5,0,29.87,0.0,Mostly Cloudy
10:30 AM,77,77,100,VAR,2,0,29.87,0.0,Partly Cloudy
11:00 AM,77,77,100,VAR,5,0,29.87,0.0,Mostly Cloudy
11:30 AM,77,77,100,N,3,0,29.87,0.0,Mostly Cloudy
12:00 PM,77,75,94,NNE,7,0,29.87,0.0,Mostly Cloudy
12:30 PM,77,75,94,NNE,5,0,29.87,0.0,Mostly Cloudy
1:00 PM,79,77,94,VAR,3,0,29.87,0.0,Mostly Cloudy
1:30 PM,79,75,89,NE,6,0,29.87,0.0,Mostly Cloudy
2:00 PM,72,72,100,SSW,5,0,29.84,0.0,Mostly Cloudy
2:30 PM,72,72,100,SW,3,0,29.84,0.0,Cloudy
3:00 PM,73,73,100,VAR,2,0,29.84,0.0,Cloudy
3:30 PM,73,73,100,VAR,2,0,29.81,0.0,Cloudy
4:00 PM,75,75,100,NNW,5,0,29.81,0.0,Mostly Cloudy
4:30 PM,75,75,100,N,6,0,29.78,0.0,Mostly Cloudy
5:00 PM,75,75,100,VAR,2,0,29.78,0.0,Mostly Cloudy
5:30 PM,75,73,94,NNW,6,0,29.78,0.0,Mostly Cloudy
6:00 PM,75,73,94,NNW,6,0,29.78,0.0,Mostly Cloudy
6:30 PM,75,73,94,N,6,0,29.78,0.0,Mostly Cloudy
7:00 PM,75,73,94,VAR,7,0,29.78,0.0,Cloudy
7:30 PM,75,73,94,N,6,0,29.81,0.0,Cloudy
8:00 PM,75,73,94,NNE,6,0,29.81,0.0,Cloudy
8:30 PM,75,73,94,NNE,8,0,29.81,0.0,Cloudy
9:00 PM,75,73,94,NNE,6,0,29.81,0.0,Cloudy
9:30 PM,75,73,94,N,7,0,29.81,0.0,Mostly Cloudy
10:00 PM,75,73,94,N,6,0,29.81,0.0,Mostly Cloudy
10:30 PM,75,73,94,N,7,0,29.81,0.0,Mostly Cloudy
11:00 PM,75,73,94,N,7,0,29.81,0.0,Mostly Cloudy
11:30 PM,75,75,100,N,7,0,29.81,0.0,Mostly Cloudy
12:00 AM,75,75,100,N,7,0,29.81,0.0,Mostly Cloudy
12:30 AM,75,75,100,N,7,0,29.81,0.0,Mostly Cloudy
1:00 AM,77,73,89,N,5,0,29.81,0.0,Mostly Cloudy
1:30 AM,75,73,94,NNW,3,0,29.81,0.0,Mostly Cloudy
2:00 AM,75,73,94,VAR,2,0,29.78,0.0,Mostly Cloudy
2:30 AM,75,73,94,VAR,2,0,29.78,0.0,Mostly Cloudy
3:00 AM,75,73,94,VAR,2,0,29.75,0.0,Mostly Cloudy
3:30 AM,75,73,94,VAR,2,0,29.75,0.0,Mostly Cloudy
4:00 AM,75,73,94,CALM,0,0,29.75,0.0,Mostly Cloudy
4:30 AM,75,73,94,VAR,2,0,29.75,0.0,Mostly Cloudy
5:00 AM,75,73,94,SSW,3,0,29.75,0.0,Mostly Cloudy
5:30 AM,75,73,94,VAR,2,0,29.75,0.0,Mostly Cloudy
6:00 AM,75,73,94,VAR,1,0,29.78,0.0,Mostly Cloudy
6:30 AM,75,73,94,VAR,1,0,29.78,0.0,Mostly Cloudy
7:00 AM,75,73,94,VAR,2,0,29.75,0.0,Mostly Cloudy
7:30 AM,75,73,94,NW,2,0,29.78,0.0,Mostly Cloudy
8:00 AM,77,75,94,VAR,1,0,29.78,0.0,Mostly Cloudy
8:30 AM,79,75,89,VAR,2,0,29.78,0.0,Mostly Cloudy
9:00 AM,81,77,89,VAR,2,0,29.81,0.0,Mostly Cloudy
9:30 AM,81,75,84,VAR,2,0,29.81,0.0,Mostly Cloudy
10:00 AM,81,75,84,VAR,3,0,29.84,0.0,Mostly Cloudy
10:30 AM,82,77,84,NW,5,0,29.84,0.0,Mostly Cloudy
11:00 AM,81,75,84,VAR,3,0,29.84,0.0,Mostly Cloudy
11:30 AM,82,75,79,NW,5,0,29.84,0.0,Mostly Cloudy
12:00 PM,82,75,79,NNW,5,0,29.84,0.0,Mostly Cloudy
12:30 PM,84,75,74,VAR,3,0,29.81,0.0,Partly Cloudy
1:00 PM,84,75,74,NNE,7,0,29.81,0.0,Partly Cloudy
1:30 PM,75,75,100,N,5,0,29.81,0.0,Partly Cloudy
2:00 PM,79,77,94,NNE,6,0,29.78,0.0,Mostly Cloudy
2:30 PM,81,77,89,NE,8,0,29.78,0.0,Mostly Cloudy
3:00 PM,81,77,89,ENE,7,0,29.78,0.0,Mostly Cloudy
3:30 PM,79,77,94,ENE,7,0,29.75,0.0,Mostly Cloudy
4:00 PM,79,77,94,E,9,0,29.75,0.0,Mostly Cloudy
4:30 PM,77,75,94,ENE,8,0,29.75,0.0,Mostly Cloudy
5:00 PM,75,75,100,NNE,7,0,29.75,0.0,Mostly Cloudy
5:30 PM,75,75,100,NE,5,0,29.75,0.0,Mostly Cloudy
6:00 PM,75,75,100,NNW,3,0,29.75,0.0,Mostly Cloudy
6:30 PM,77,77,100,ENE,3,0,29.75,0.0,Mostly Cloudy
7:00 PM,77,77,100,NNE,5,0,29.75,0.0,Mostly Cloudy
7:30 PM,77,75,94,NNE,6,0,29.75,0.0,Partly Cloudy
8:00 PM,77,75,94,N,3,0,29.78,0.0,Partly Cloudy
8:30 PM,77,75,94,N,3,0,29.78,0.0,Mostly Cloudy
9:00 PM,75,75,100,VAR,2,0,29.78,0.0,Mostly Cloudy
9:30 PM,75,75,100,VAR,2,0,29.78,0.0,Mostly Cloudy
10:00 PM,75,75,100,NNW,3,0,29.78,0.0,Mostly Cloudy
10:30 PM,75,75,100,NW,3,0,29.81,0.0,Mostly Cloudy
11:00 PM,77,75,94,VAR,2,0,29.81,0.0,Mostly Cloudy
11:30 PM,77,75,94,VAR,1,0,29.81,0.0,Mostly Cloudy
12:00 AM,75,75,100,VAR,2,0,29.84,0.0,Mostly Cloudy
12:30 AM,75,75,100,VAR,1,0,29.81,0.0,Mostly Cloudy
1:00 AM,75,75,100,VAR,2,0,29.81,0.0,Mostly Cloudy
1:30 AM,75,75,100,VAR,2,0,29.81,0.0,Mostly Cloudy
2:00 AM,75,75,100,VAR,1,0,29.81,0.0,Mostly Cloudy
2:30 AM,75,75,100,CALM,0,0,29.81,0.0,Mostly Cloudy
3:00 AM,75,75,100,VAR,2,0,29.81,0.0,Mostly Cloudy
3:30 AM,75,75,100,NW,2,0,29.78,0.0,Mostly Cloudy
4:00 AM,75,75,100,VAR,1,0,29.78,0.0,Mostly Cloudy
4:30 AM,75,75,100,WNW,2,0,29.78,0.0,Mostly Cloudy
5:00 AM,75,75,100,WNW,3,0,29.75,0.0,Mostly Cloudy
5:30 AM,75,75,100,VAR,2,0,29.75,0.0,Mostly Cloudy
7:00 AM,77,75,94,NW,3,0,29.78,0.0,Mostly Cloudy
7:30 AM,77,75,94,VAR,1,0,29.78,0.0,Mostly Cloudy
8:00 AM,77,75,94,VAR,2,0,29.78,0.0,Partly Cloudy
8:30 AM,77,75,94,VAR,3,0,29.81,0.0,Partly Cloudy
9:00 AM,79,77,94,VAR,2,0,29.81,0.0,Partly Cloudy
9:30 AM,81,77,89,N,3,0,29.81,0.0,Partly Cloudy
10:00 AM,81,75,84,N,5,0,29.81,0.0,Partly Cloudy
10:30 AM,81,77,89,NE,8,0,29.84,0.0,Partly Cloudy
11:00 AM,81,77,89,NE,9,0,29.84,0.0,Partly Cloudy
11:30 AM,77,75,94,NNE,10,0,29.84,0.0,Partly Cloudy
12:00 PM,77,75,94,NE,8,0,29.84,0.0,Partly Cloudy
12:30 PM,77,75,94,NNE,5,0,29.84,0.0,Partly Cloudy
1:00 PM,77,75,94,VAR,2,0,29.84,0.0,Mostly Cloudy
1:30 PM,77,77,100,VAR,3,0,29.81,0.0,Mostly Cloudy
2:00 PM,77,77,100,VAR,2,0,29.81,0.0,Mostly Cloudy
2:30 PM,79,77,94,NNE,3,0,29.81,0.0,Mostly Cloudy
3:00 PM,79,77,94,NNE,5,0,29.78,0.0,Mostly Cloudy
3:30 PM,81,77,89,NE,6,0,29.75,0.0,Mostly Cloudy
4:00 PM,82,79,89,NE,6,0,29.72,0.0,Partly Cloudy
4:30 PM,84,75,74,NE,10,0,29.72,0.0,Partly Cloudy
5:00 PM,82,77,84,ENE,12,0,29.69,0.0,Partly Cloudy
5:30 PM,82,75,79,ENE,12,0,29.72,0.0,Partly Cloudy
6:00 PM,82,75,79,ENE,9,0,29.72,0.0,Partly Cloudy
6:30 PM,82,75,79,ENE,12,0,29.72,0.0,Partly Cloudy
7:00 PM,81,75,84,ENE,9,0,29.72,0.0,Partly Cloudy
7:30 PM,81,75,84,NE,9,0,29.75,0.0,Partly Cloudy
8:00 PM,81,75,84,NE,7,0,29.75,0.0,Partly Cloudy
8:30 PM,81,77,89,NE,7,0,29.75,0.0,Partly Cloudy
9:00 PM,81,77,89,NE,5,0,29.78,0.0,Mostly Cloudy
9:30 PM,81,77,89,NE,3,0,29.78,0.0,Partly Cloudy
10:00 PM,79,75,89,NNE,3,0,29.81,0.0,Mostly Cloudy
10:30 PM,79,77,94,NNE,5,0,29.81,0.0,Mostly Cloudy
11:00 PM,79,77,94,N,3,0,29.81,0.0,Mostly Cloudy
11:30 PM,77,77,100,VAR,2,0,29.81,0.0,Mostly Cloudy
12:00 AM,77,77,100,VAR,2,0,29.81,0.0,Mostly Cloudy
12:30 AM,77,77,100,VAR,2,0,29.81,0.0,Mostly Cloudy
1:00 AM,77,77,100,N,3,0,29.81,0.0,Mostly Cloudy
1:30 AM,77,77,100,VAR,2,0,29.81,0.0,Mostly Cloudy
2:00 AM,77,77,100,NW,2,0,29.81,0.0,Mostly Cloudy
2:30 AM,77,77,100,N,3,0,29.78,0.0,Mostly Cloudy
3:00 AM,77,77,100,N,3,0,29.78,0.0,Mostly Cloudy
3:30 AM,77,77,100,VAR,2,0,29.75,0.0,Mostly Cloudy
4:00 AM,77,75,94,VAR,2,0,29.75,0.0,Mostly Cloudy
4:30 AM,77,75,94,VAR,2,0,29.75,0.0,Mostly Cloudy
5:00 AM,77,75,94,NNW,2,0,29.75,0.0,Mostly Cloudy
5:30 AM,77,77,100,VAR,2,0,29.75,0.0,Mostly Cloudy
6:00 AM,77,77,100,VAR,2,0,29.75,0.0,Mostly Cloudy
6:30 AM,77,77,100,VAR,2,0,29.75,0.0,Mostly Cloudy
7:00 AM,77,77,100,VAR,1,0,29.78,0.0,Mostly Cloudy
7:30 AM,77,77,100,VAR,2,0,29.78,0.0,Mostly Cloudy
8:00 AM,77,77,100,VAR,2,0,29.78,0.0,Partly Cloudy
8:30 AM,81,77,89,NNE,6,0,29.81,0.0,Partly Cloudy
9:00 AM,79,77,94,NE,7,0,29.81,0.0,Partly Cloudy
9:30 AM,79,75,89,NE,7,0,29.81,0.0,Mostly Cloudy
10:00 AM,81,77,89,NNE,6,0,29.81,0.0,Mostly Cloudy
10:30 AM,82,77,84,NE,8,0,29.81,0.0,Mostly Cloudy
11:00 AM,84,77,79,NE,7,0,29.81,0.0,Partly Cloudy
11:30 AM,82,77,84,N,5,0,29.81,0.0,Partly Cloudy
12:00 PM,79,75,89,NNE,9,0,29.81,0.0,Partly Cloudy
12:30 PM,81,77,89,NNW,3,0,29.81,0.0,Partly Cloudy
1:00 PM,84,79,84,NNE,6,0,29.78,0.0,Partly Cloudy
1:30 PM,84,77,79,NNE,6,0,29.78,0.0,Partly Cloudy
2:00 PM,86,75,70,ENE,14,0,29.78,0.0,Partly Cloudy
2:30 PM,86,75,70,NE,13,0,29.75,0.0,Partly Cloudy
3:00 PM,88,75,66,NE,13,0,29.75,0.0,Mostly Cloudy
3:30 PM,86,75,70,ENE,13,0,29.72,0.0,Mostly Cloudy
4:00 PM,86,75,70,ENE,12,0,29.72,0.0,Mostly Cloudy
4:30 PM,88,75,66,NE,12,0,29.69,0.0,Mostly Cloudy
5:00 PM,84,75,74,NE,12,0,29.69,0.0,Mostly Cloudy
5:30 PM,86,75,70,NE,13,0,29.69,0.0,Mostly Cloudy
6:00 PM,84,75,74,NNE,10,0,29.72,0.0,Partly Cloudy
6:30 PM,84,75,74,NNE,10,0,29.72,0.0,Partly Cloudy
7:00 PM,82,75,79,NNE,10,0,29.72,0.0,Partly Cloudy
7:30 PM,82,75,79,NE,9,0,29.72,0.0,Mostly Cloudy
8:00 PM,81,77,89,NNE,7,0,29.75,0.0,Mostly Cloudy
8:30 PM,81,77,89,N,5,0,29.75,0.0,Mostly Cloudy
9:00 PM,81,77,89,N,5,0,29.75,0.0,Mostly Cloudy
9:30 PM,81,77,89,N,5,0,29.78,0.0,Mostly Cloudy
10:00 PM,81,77,89,NNE,5,0,29.78,0.0,Mostly Cloudy
10:30 PM,81,77,89,N,3,0,29.81,0.0,Mostly Cloudy
11:00 PM,81,77,89,VAR,5,0,29.81,0.0,Mostly Cloudy
11:30 PM,79,77,94,VAR,2,0,29.81,0.0,Mostly Cloudy
12:00 AM,79,77,94,VAR,2,0,29.81,0.0,Mostly Cloudy
12:30 AM,79,77,94,VAR,2,0,29.81,0.0,Mostly Cloudy
1:00 AM,79,77,94,VAR,2,0,29.78,0.0,Mostly Cloudy
1:30 AM,79,77,94,VAR,2,0,29.78,0.0,Mostly Cloudy
2:00 AM,79,77,94,VAR,2,0,29.78,0.0,Mostly Cloudy
2:30 AM,79,77,94,VAR,2,0,29.78,0.0,Mostly Cloudy
3:00 AM,79,77,94,VAR,2,0,29.75,0.0,Mostly Cloudy
3:30 AM,79,77,94,N,3,0,29.75,0.0,Mostly Cloudy
4:00 AM,79,77,94,VAR,2,0,29.75,0.0,Mostly Cloudy
4:30 AM,77,77,100,VAR,2,0,29.75,0.0,Mostly Cloudy
5:00 AM,77,77,100,VAR,2,0,29.75,0.0,Mostly Cloudy
5:30 AM,77,77,100,NW,3,0,29.75,0.0,Mostly Cloudy
6:00 AM,79,77,94,NW,3,0,29.75,0.0,Mostly Cloudy
6:30 AM,79,77,94,NW,3,0,29.75,0.0,Mostly Cloudy
7:00 AM,79,77,94,NW,3,0,29.75,0.0,Mostly Cloudy
7:30 AM,79,77,94,VAR,2,0,29.75,0.0,Partly Cloudy
8:00 AM,79,77,94,VAR,2,0,29.78,0.0,Partly Cloudy
8:30 AM,79,77,94,VAR,2,0,29.78,0.0,Mostly Cloudy
9:00 AM,77,75,94,NE,7,0,29.81,0.0,Mostly Cloudy
9:30 AM,77,77,100,VAR,2,0,29.81,0.0,Partly Cloudy
10:00 AM,79,77,94,NNE,3,0,29.81,0.0,Partly Cloudy
10:30 AM,81,77,89,N,3,0,29.84,0.0,Partly Cloudy
11:00 AM,81,77,89,VAR,3,0,29.81,0.0,Mostly Cloudy
11:30 AM,81,77,89,VAR,2,0,29.84,0.0,Partly Cloudy
12:00 PM,81,77,89,VAR,3,0,29.81,0.0,Partly Cloudy
12:30 PM,77,77,100,E,5,0,29.81,0.0,Mostly Cloudy
1:00 PM,77,75,94,N,7,0,29.81,0.0,Mostly Cloudy
1:30 PM,73,73,100,NW,6,0,29.81,0.0,Mostly Cloudy
2:00 PM,73,73,100,WNW,7,0,29.81,0.0,Cloudy
2:30 PM,73,73,100,N,6,0,29.78,0.0,Cloudy
3:00 PM,73,73,100,N,5,0,29.78,0.0,Cloudy
3:30 PM,75,75,100,VAR,2,0,29.75,0.0,Cloudy
4:00 PM,75,75,100,VAR,2,0,29.75,0.0,Mostly Cloudy
4:30 PM,75,75,100,VAR,1,0,29.75,0.0,Mostly Cloudy
5:00 PM,75,75,100,WSW,3,0,29.72,0.0,Mostly Cloudy
5:30 PM,75,75,100,VAR,2,0,29.75,0.0,Cloudy
6:00 PM,73,73,100,ESE,3,0,29.75,0.0,Cloudy
6:30 PM,73,73,100,VAR,1,0,29.75,0.0,Mostly Cloudy
7:00 PM,75,75,100,VAR,1,0,29.75,0.0,Mostly Cloudy
7:30 PM,75,75,100,VAR,1,0,29.75,0.0,Mostly Cloudy
8:00 PM,75,75,100,E,2,0,29.78,0.0,Mostly Cloudy
8:30 PM,75,75,100,VAR,2,0,29.78,0.0,Mostly Cloudy
9:00 PM,75,75,100,NE,3,0,29.81,0.0,Mostly Cloudy
9:30 PM,75,75,100,NE,5,0,29.81,0.0,Mostly Cloudy
10:00 PM,75,75,100,NNE,3,0,29.81,0.0,Mostly Cloudy
10:30 PM,75,75,100,N,3,0,29.81,0.0,Mostly Cloudy
11:00 PM,75,75,100,N,3,0,29.84,0.0,Mostly Cloudy
11:30 PM,75,75,100,NNE,6,0,29.84,0.0,Mostly Cloudy
12:00 AM,75,75,100,NNE,6,0,29.84,0.0,Mostly Cloudy
12:30 AM,75,75,100,N,5,0,29.81,0.0,Mostly Cloudy
1:00 AM,75,75,100,VAR,2,0,29.81,0.0,Mostly Cloudy
1:30 AM,75,75,100,N,3,0,29.81,0.0,Mostly Cloudy
2:00 AM,75,75,100,N,5,0,29.78,0.0,Mostly Cloudy
2:30 AM,75,75,100,N,3,0,29.78,0.0,Mostly Cloudy
3:00 AM,75,73,94,N,5,0,29.78,0.0,Mostly Cloudy
3:30 AM,75,73,94,N,5,0,29.75,0.0,Mostly Cloudy
4:00 AM,75,75,100,VAR,3,0,29.75,0.0,Mostly Cloudy
4:30 AM,75,75,100,NNW,3,0,29.72,0.0,Mostly Cloudy
5:00 AM,75,75,100,NNW,5,0,29.72,0.0,Mostly Cloudy
5:30 AM,75,73,94,VAR,3,0,29.72,0.0,Partly Cloudy
6:00 AM,75,73,94,VAR,2,0,29.75,0.0,Mostly Cloudy
6:30 AM,75,73,94,VAR,2,0,29.75,0.0,Mostly Cloudy
7:00 AM,73,73,100,VAR,2,0,29.75,0.0,Mostly Cloudy
7:30 AM,75,73,94,VAR,1,0,29.78,0.0,Mostly Cloudy
8:00 AM,75,75,100,VAR,1,0,29.78,0.0,Mostly Cloudy
8:30 AM,77,75,94,VAR,2,0,29.78,0.0,Mostly Cloudy
9:00 AM,79,75,89,VAR,2,0,29.81,0.0,Mostly Cloudy
9:30 AM,79,75,89,N,3,0,29.81,0.0,Mostly Cloudy
10:00 AM,81,75,84,VAR,5,0,29.81,0.0,Mostly Cloudy
10:30 AM,81,75,84,NE,7,0,29.81,0.0,Mostly Cloudy
11:00 AM,81,75,84,N,5,0,29.81,0.0,Mostly Cloudy
11:30 AM,82,75,79,NNE,6,0,29.81,0.0,Mostly Cloudy
12:00 PM,82,75,79,NE,8,0,29.81,0.0,Mostly Cloudy
12:30 PM,84,73,70,NNE,7,0,29.81,0.0,Mostly Cloudy
1:00 PM,84,75,74,NE,10,0,29.81,0.0,Mostly Cloudy
1:30 PM,84,75,74,NNE,9,0,29.78,0.0,Mostly Cloudy
2:00 PM,84,75,74,NE,9,0,29.78,0.0,Mostly Cloudy
2:30 PM,84,75,74,NE,9,0,29.75,0.0,Partly Cloudy
3:00 PM,84,75,74,NE,9,0,29.75,0.0,Partly Cloudy
3:30 PM,86,77,74,NE,9,0,29.72,0.0,Partly Cloudy
4:00 PM,86,77,74,NE,12,0,29.72,0.0,Partly Cloudy
4:30 PM,84,75,74,NE,12,0,29.72,0.0,Partly Cloudy
5:00 PM,84,73,70,N,7,0,29.72,0.0,Partly Cloudy
5:30 PM,79,73,83,NW,6,0,29.72,0.0,Partly Cloudy
6:00 PM,79,73,83,WNW,6,0,29.72,0.0,Partly Cloudy
6:30 PM,79,73,83,NW,5,0,29.72,0.0,Partly Cloudy
7:00 PM,79,73,83,NNW,3,0,29.72,0.0,Partly Cloudy
7:30 PM,79,75,89,VAR,2,0,29.75,0.0,Mostly Cloudy
8:00 PM,79,75,89,VAR,2,0,29.75,0.0,Mostly Cloudy
8:30 PM,79,75,89,NE,8,0,29.75,0.0,Mostly Cloudy
9:00 PM,79,75,89,N,3,0,29.78,0.0,Mostly Cloudy
9:30 PM,79,75,89,VAR,3,0,29.78,0.0,Mostly Cloudy
10:00 PM,79,75,89,VAR,3,0,29.78,0.0,Mostly Cloudy
10:30 PM,79,75,89,NNW,3,0,29.81,0.0,Mostly Cloudy
11:00 PM,79,75,89,VAR,2,0,29.81,0.0,Mostly Cloudy
11:30 PM,79,75,89,NNW,3,0,29.81,0.0,Mostly Cloudy
12:00 AM,79,75,89,NNW,3,0,29.81,0.0,Mostly Cloudy
12:30 AM,79,75,89,NNW,3,0,29.78,0.0,Mostly Cloudy
1:00 AM,79,75,89,NW,3,0,29.78,0.0,Mostly Cloudy
1:30 AM,79,75,89,VAR,3,0,29.78,0.0,Mostly Cloudy
2:00 AM,77,75,94,NW,3,0,29.78,0.0,Mostly Cloudy
2:30 AM,79,75,89,NNW,5,0,29.78,0.0,Mostly Cloudy
3:00 AM,77,75,94,NNW,5,0,29.75,0.0,Fair
3:30 AM,77,75,94,NW,5,0,29.75,0.0,Fair
4:00 AM,77,75,94,NNW,3,0,29.75,0.0,Fair
4:30 AM,77,75,94,NNW,5,0,29.75,0.0,Fair
5:00 AM,77,75,94,NW,5,0,29.75,0.0,Fair
5:30 AM,77,75,94,NNW,3,0,29.75,0.0,Fair
