Time,Temperature_F,DewPoint_F,Humidity,Wind,WindSpeed_mph,WindGust_mph,Pressure_in,Precip_in,Condition
11:00 AM,88,77,70,W,10,0,29.73,0.0,Fair
11:30 AM,88,75,66,WSW,12,0,29.70,0.0,Fair
12:00 PM,88,75,66,W,13,0,29.70,0.0,Partly Cloudy
12:30 PM,88,77,70,WNW,12,0,29.70,0.0,Partly Cloudy
1:00 PM,88,75,66,W,13,0,29.70,0.0,Mostly Cloudy
1:30 PM,88,75,66,W,14,25,29.70,0.0,Mostly Cloudy
2:00 PM,88,75,66,W,14,0,29.67,0.0,Mostly Cloudy
2:30 PM,88,75,66,W,14,0,29.67,0.0,Mostly Cloudy
3:00 PM,88,75,66,WSW,15,0,29.67,0.0,Mostly Cloudy
3:30 PM,90,75,62,W,13,0,29.64,0.0,Mostly Cloudy
4:00 PM,90,75,62,W,16,0,29.64,0.0,Mostly Cloudy
4:30 PM,88,73,62,W,16,0,29.64,0.0,Mostly Cloudy
5:00 PM,90,75,62,W,13,0,29.64,0.0,Mostly Cloudy
5:30 PM,90,75,62,W,12,0,29.64,0.0,Mostly Cloudy
6:00 PM,88,73,62,W,13,0,29.64,0.0,Fair
6:30 PM,88,73,62,WSW,12,0,29.64,0.0,Fair
7:00 PM,88,73,62,WSW,10,0,29.67,0.0,Fair
7:30 PM,88,73,62,WSW,8,0,29.67,0.0,Mostly Cloudy
8:00 PM,86,75,70,SW,7,0,29.67,0.0,Partly Cloudy
8:30 PM,86,77,74,SSW,7,0,29.70,0.0,Mostly Cloudy
9:00 PM,86,77,74,SW,7,0,29.70,0.0,Mostly Cloudy
9:30 PM,86,77,74,W,9,0,29.70,0.0,Light Rain Shower
10:00 PM,84,75,74,W,13,0,29.73,0.0,Mostly Cloudy
10:30 PM,84,75,74,W,14,0,29.73,0.0,Mostly Cloudy
11:00 PM,82,73,74,W,12,0,29.73,0.0,Mostly Cloudy
11:30 PM,82,73,74,W,12,0,29.73,0.0,Mostly Cloudy
12:00 AM,81,73,79,W,12,0,29.73,0.0,Light Rain
12:30 AM,81,73,79,W,12,0,29.73,0.0,Light Rain
1:00 AM,79,75,89,W,7,0,29.73,0.0,Light Rain
1:30 AM,79,75,89,W,7,0,29.70,0.0,Light Rain
2:00 AM,79,75,89,W,6,0,29.70,0.0,Partly Cloudy
2:30 AM,81,73,79,WSW,7,0,29.70,0.0,Light Rain
3:00 AM,81,75,84,W,7,0,29.70,0.0,Light Rain
3:30 AM,81,73,79,WSW,6,0,29.70,0.0,Partly Cloudy
4:00 AM,79,73,83,WSW,7,0,29.67,0.0,Partly Cloudy
4:30 AM,79,75,89,SW,7,0,29.67,0.0,Partly Cloudy
5:00 AM,79,73,83,WSW,8,0,29.70,0.0,Partly Cloudy
5:30 AM,79,73,83,WSW,8,0,29.70,0.0,Partly Cloudy
6:00 AM,79,73,83,WSW,8,0,29.70,0.0,Partly Cloudy
6:30 AM,81,73,79,WSW,8,0,29.70,0.0,Partly Cloudy
7:00 AM,81,73,79,WSW,7,0,29.70,0.0,Partly Cloudy
7:30 AM,81,73,79,WSW,7,0,29.70,0.0,Partly Cloudy
8:00 AM,82,73,74,SW,8,0,29.73,0.0,Partly Cloudy
8:30 AM,82,75,79,WSW,10,0,29.73,0.0,Mostly Cloudy
9:00 AM,82,73,74,W,10,0,29.73,0.0,Mostly Cloudy
9:30 AM,84,75,74,W,10,0,29.73,0.0,Mostly Cloudy
10:00 AM,84,77,79,WSW,12,0,29.73,0.0,Mostly Cloudy
10:30 AM,84,75,74,W,12,0,29.73,0.0,Mostly Cloudy
11:00 AM,84,75,74,W,14,0,29.73,0.0,Mostly Cloudy
11:30 AM,84,75,74,W,9,0,29.73,0.0,Light Rain
12:00 PM,82,75,79,W,14,0,29.73,0.0,Light Rain
12:30 PM,84,75,74,W,12,0,29.70,0.0,Partly Cloudy
1:00 PM,86,77,74,WSW,8,0,29.70,0.0,Partly Cloudy
1:30 PM,86,75,70,W,12,0,29.67,0.0,Light Rain
2:00 PM,88,75,66,WSW,15,0,29.67,0.0,Partly Cloudy
2:30 PM,88,75,66,W,17,0,29.64,0.0,Partly Cloudy
3:00 PM,88,75,66,W,13,0,29.64,0.0,Light Rain
3:30 PM,88,77,70,WSW,13,0,29.61,0.0,Partly Cloudy
4:00 PM,88,75,66,WSW,15,0,29.61,0.0,Showers in the Vicinity
4:30 PM,86,77,74,W,13,0,29.61,0.0,Light Rain
5:00 PM,88,75,66,W,14,0,29.61,0.0,Partly Cloudy
5:30 PM,86,75,70,W,15,0,29.61,0.0,Partly Cloudy
6:00 PM,86,75,70,W,14,0,29.61,0.0,Partly Cloudy
6:30 PM,86,75,70,W,15,26,29.64,0.0,Partly Cloudy
7:00 PM,84,73,70,W,14,0,29.64,0.0,Mostly Cloudy
7:30 PM,84,75,74,W,12,0,29.67,0.0,Mostly Cloudy
8:00 PM,84,75,74,W,10,0,29.67,0.0,Mostly Cloudy
8:30 PM,84,73,70,W,9,0,29.67,0.0,Partly Cloudy
9:00 PM,84,73,70,W,12,0,29.67,0.0,Partly Cloudy
9:30 PM,84,73,70,W,14,0,29.67,0.0,Partly Cloudy
10:00 PM,84,73,70,W,13,0,29.67,0.0,Partly Cloudy
10:30 PM,82,73,74,W,10,0,29.70,0.0,Partly Cloudy
11:00 PM,82,73,74,W,13,0,29.70,0.0,Partly Cloudy
11:30 PM,82,72,70,W,13,0,29.70,0.0,Partly Cloudy
12:00 AM,82,72,70,W,12,0,29.70,0.0,Partly Cloudy
12:30 AM,82,72,70,W,12,0,29.70,0.0,Partly Cloudy
1:00 AM,82,72,70,W,9,0,29.70,0.0,Partly Cloudy
1:30 AM,81,72,74,WSW,10,0,29.67,0.0,Partly Cloudy
2:00 AM,81,72,74,W,10,0,29.67,0.0,Partly Cloudy
2:30 AM,81,72,74,WSW,8,0,29.67,0.0,Partly Cloudy
3:00 AM,81,72,74,WSW,8,0,29.67,0.0,Partly Cloudy
3:30 AM,81,72,74,WSW,8,0,29.64,0.0,Partly Cloudy
4:00 AM,81,72,74,W,7,0,29.64,0.0,Partly Cloudy
4:30 AM,81,72,74,SW,5,0,29.67,0.0,Partly Cloudy
5:00 AM,81,72,74,WSW,6,0,29.67,0.0,Partly Cloudy
5:30 AM,81,72,74,WSW,6,0,29.64,0.0,Partly Cloudy
6:00 AM,81,73,79,WSW,6,0,29.64,0.0,Mostly Cloudy
6:30 AM,81,73,79,SW,7,0,29.67,0.0,Mostly Cloudy
7:00 AM,81,73,79,SSW,3,0,29.67,0.0,Mostly Cloudy
7:30 AM,82,73,74,SW,3,0,29.67,0.0,Mostly Cloudy
8:00 AM,84,73,70,SW,3,0,29.67,0.0,Mostly Cloudy
8:30 AM,84,75,74,SW,3,0,29.70,0.0,Mostly Cloudy
9:00 AM,86,75,70,SW,7,0,29.70,0.0,Mostly Cloudy
9:30 AM,86,75,70,SW,9,0,29.70,0.0,Mostly Cloudy
10:00 AM,86,75,70,WSW,12,0,29.70,0.0,Mostly Cloudy
10:30 AM,86,73,66,WSW,13,0,29.70,0.0,Mostly Cloudy
11:00 AM,88,75,66,W,12,0,29.70,0.0,Mostly Cloudy
11:30 AM,88,75,66,WSW,12,0,29.67,0.0,Mostly Cloudy
12:00 PM,88,75,66,WSW,10,0,29.67,0.0,Mostly Cloudy
12:30 PM,90,73,59,WSW,13,0,29.67,0.0,Partly Cloudy
1:00 PM,90,75,62,WSW,14,0,29.64,0.0,Partly Cloudy
1:30 PM,90,75,62,W,12,0,29.64,0.0,Partly Cloudy
2:00 PM,90,75,62,WSW,10,0,29.64,0.0,Mostly Cloudy
2:30 PM,90,75,62,W,10,0,29.61,0.0,Mostly Cloudy
3:00 PM,90,75,62,W,13,0,29.61,0.0,Mostly Cloudy
3:30 PM,88,77,70,WSW,12,0,29.61,0.0,Light Rain
4:00 PM,88,77,70,W,8,0,29.58,0.0,Light Rain
4:30 PM,82,77,84,WNW,17,31,29.61,0.0,Rain
5:00 PM,75,75,100,W,8,0,29.61,0.0,Rain
5:30 PM,77,77,100,SSW,3,0,29.61,0.0,Light Rain
6:00 PM,79,77,94,S,6,0,29.61,0.0,Light Rain
6:30 PM,79,77,94,SSW,2,0,29.61,0.0,Light Rain
7:00 PM,79,77,94,SW,2,0,29.64,0.0,Partly Cloudy
7:30 PM,81,77,89,WSW,5,0,29.64,0.0,Partly Cloudy
8:00 PM,81,79,94,SW,2,0,29.64,0.0,Light Rain
8:30 PM,81,77,89,WSW,3,0,29.67,0.0,Light Rain
9:00 PM,82,79,89,WSW,5,0,29.67,0.0,Partly Cloudy
9:30 PM,82,79,89,W,5,0,29.70,0.0,Partly Cloudy
10:00 PM,82,79,89,W,6,0,29.70,0.0,Partly Cloudy
10:30 PM,82,79,89,WNW,8,0,29.70,0.0,Partly Cloudy
11:00 PM,82,79,89,W,8,0,29.70,0.0,Mostly Cloudy
11:30 PM,82,77,84,WNW,6,0,29.70,0.0,Mostly Cloudy
12:00 AM,81,77,89,W,6,0,29.70,0.0,Mostly Cloudy
12:30 AM,81,77,89,W,7,0,29.67,0.0,Light Rain
1:00 AM,81,79,94,W,6,0,29.67,0.0,Light Rain
1:30 AM,81,77,89,WSW,7,0,29.67,0.0,Light Rain
2:00 AM,81,77,89,WSW,7,0,29.67,0.0,Mostly Cloudy
2:30 AM,81,77,89,W,8,0,29.64,0.0,Mostly Cloudy
3:00 AM,81,77,89,WSW,7,0,29.64,0.0,Light Rain
3:30 AM,79,75,89,SW,9,0,29.64,0.0,Light Rain
4:00 AM,81,75,84,WSW,8,0,29.64,0.0,Light Rain
4:30 AM,81,75,84,SW,8,0,29.64,0.0,Light Rain
5:00 AM,81,75,84,WSW,8,0,29.64,0.0,Mostly Cloudy
5:30 AM,81,75,84,W,6,0,29.64,0.0,Mostly Cloudy
6:00 AM,81,75,84,WSW,7,0,29.64,0.0,Mostly Cloudy
6:30 AM,81,75,84,W,6,0,29.64,0.0,Partly Cloudy
7:00 AM,81,75,84,W,6,0,29.67,0.0,Partly Cloudy
7:30 AM,81,75,84,WSW,6,0,29.67,0.0,Partly Cloudy
8:00 AM,82,75,79,WSW,7,0,29.67,0.0,Partly Cloudy
8:30 AM,82,75,79,WSW,6,0,29.67,0.0,Mostly Cloudy
9:00 AM,84,73,70,W,7,0,29.67,0.0,Mostly Cloudy
9:30 AM,86,75,70,WSW,9,0,29.67,0.0,Mostly Cloudy
10:00 AM,86,75,70,WSW,7,0,29.67,0.0,Mostly Cloudy
10:30 AM,86,73,66,W,8,0,29.67,0.0,Mostly Cloudy
11:00 AM,88,73,62,W,9,0,29.67,0.0,Mostly Cloudy
11:30 AM,88,75,66,W,10,0,29.67,0.0,Fair
12:00 PM,90,75,62,W,14,0,29.64,0.0,Fair
12:30 PM,91,75,59,W,14,0,29.64,0.0,Fair
1:00 PM,90,73,59,WSW,16,0,29.64,0.0,Partly Cloudy
1:30 PM,90,75,62,WSW,14,0,29.64,0.0,Mostly Cloudy
2:00 PM,90,75,62,WSW,13,0,29.61,0.0,Mostly Cloudy
2:30 PM,90,75,62,W,15,0,29.61,0.0,Mostly Cloudy
3:00 PM,91,75,59,W,14,0,29.58,0.0,Mostly Cloudy
3:30 PM,90,75,62,WSW,13,0,29.58,0.0,Mostly Cloudy
4:00 PM,90,77,66,SSW,10,0,29.58,0.0,Partly Cloudy
4:30 PM,90,77,66,SSW,9,0,29.58,0.0,Partly Cloudy
5:00 PM,84,77,79,SW,20,0,29.58,0.0,Light Rain
5:30 PM,84,79,84,SSW,7,0,29.58,0.0,Mostly Cloudy
6:00 PM,77,75,94,WNW,8,0,29.58,0.0,Heavy Rain
6:30 PM,81,77,89,NNW,8,0,29.58,0.0,Light Rain
7:00 PM,81,75,84,NW,8,0,29.61,0.0,Partly Cloudy
7:30 PM,81,77,89,WNW,6,0,29.64,0.0,Partly Cloudy
8:00 PM,81,77,89,WNW,7,0,29.64,0.0,Partly Cloudy
8:30 PM,81,77,89,SW,6,0,29.67,0.0,Mostly Cloudy
9:00 PM,81,77,89,S,3,0,29.67,0.0,Mostly Cloudy
9:30 PM,81,77,89,W,5,0,29.67,0.0,Mostly Cloudy
10:00 PM,82,77,84,WSW,6,0,29.67,0.0,Mostly Cloudy
10:30 PM,82,77,84,SW,3,0,29.70,0.0,Mostly Cloudy
11:00 PM,82,77,84,SSW,2,0,29.70,0.0,Mostly Cloudy
11:30 PM,82,77,84,WSW,6,0,29.70,0.0,Mostly Cloudy
12:00 AM,82,75,79,WSW,8,0,29.70,0.0,Mostly Cloudy
12:30 AM,82,75,79,WSW,8,0,29.70,0.0,Mostly Cloudy
1:00 AM,82,75,79,SW,8,0,29.70,0.0,Mostly Cloudy
1:30 AM,82,75,79,SW,8,0,29.67,0.0,Mostly Cloudy
2:00 AM,82,73,74,WSW,9,0,29.67,0.0,Mostly Cloudy
2:30 AM,82,73,74,WSW,8,0,29.67,0.0,Mostly Cloudy
3:00 AM,82,73,74,WSW,8,0,29.64,0.0,Mostly Cloudy
3:30 AM,82,73,74,WSW,8,0,29.64,0.0,Mostly Cloudy
4:00 AM,82,73,74,WSW,8,0,29.64,0.0,Mostly Cloudy
4:30 AM,82,73,74,WSW,7,0,29.64,0.0,Mostly Cloudy
5:00 AM,81,73,79,WSW,7,0,29.64,0.0,Partly Cloudy
5:30 AM,82,73,74,WSW,8,0,29.64,0.0,Fair
6:00 AM,82,73,74,WSW,8,0,29.64,0.0,Fair
6:30 AM,82,73,74,WSW,8,0,29.67,0.0,Fair
7:00 AM,82,73,74,W,8,0,29.67,0.0,Partly Cloudy
7:30 AM,82,73,74,WSW,7,0,29.67,0.0,Partly Cloudy
8:00 AM,82,75,79,WSW,7,0,29.67,0.0,Mostly Cloudy
8:30 AM,84,75,74,WSW,8,0,29.67,0.0,Mostly Cloudy
9:00 AM,84,75,74,W,8,0,29.67,0.0,Mostly Cloudy
9:30 AM,84,75,74,WSW,8,0,29.67,0.0,Mostly Cloudy
10:00 AM,86,75,70,W,6,0,29.67,0.0,Mostly Cloudy
10:30 AM,86,75,70,WSW,7,0,29.67,0.0,Mostly Cloudy
11:00 AM,88,75,66,WSW,9,0,29.67,0.0,Mostly Cloudy
11:30 AM,88,75,66,WSW,12,0,29.67,0.0,Mostly Cloudy
12:00 PM,88,73,62,W,10,0,29.67,0.0,Mostly Cloudy
12:30 PM,88,75,66,W,9,0,29.67,0.0,Mostly Cloudy
1:00 PM,88,75,66,WNW,9,0,29.64,0.0,Mostly Cloudy
1:30 PM,90,75,62,WNW,9,0,29.64,0.0,Mostly Cloudy
2:00 PM,90,75,62,WNW,9,0,29.61,0.0,Mostly Cloudy
2:30 PM,91,75,59,W,9,0,29.61,0.0,Partly Cloudy
3:00 PM,90,75,62,W,7,0,29.61,0.0,Partly Cloudy
3:30 PM,90,75,62,WNW,10,0,29.61,0.0,Partly Cloudy
4:00 PM,90,75,62,WSW,9,0,29.58,0.0,T-Storm
4:30 PM,82,79,89,S,9,0,29.61,0.0,Light Rain
5:00 PM,82,79,89,SE,3,0,29.61,0.0,Light Rain
5:30 PM,81,79,94,SSW,5,0,29.61,0.0,Light Rain
6:00 PM,82,79,89,SSW,6,0,29.61,0.0,Light Rain
6:30 PM,82,81,94,S,6,0,29.61,0.0,Mostly Cloudy
7:00 PM,81,79,94,S,3,0,29.64,0.0,Partly Cloudy
7:30 PM,81,79,94,SSE,3,0,29.64,0.0,Partly Cloudy
8:00 PM,81,79,94,S,5,0,29.67,0.0,Partly Cloudy
8:30 PM,81,79,94,WSW,3,0,29.67,0.0,Partly Cloudy
9:00 PM,82,79,89,CALM,0,0,29.70,0.0,Partly Cloudy
9:30 PM,82,81,94,CALM,0,0,29.70,0.0,Partly Cloudy
10:00 PM,84,79,84,WSW,8,0,29.70,0.0,Partly Cloudy
10:30 PM,84,77,79,WSW,8,0,29.70,0.0,Partly Cloudy
11:00 PM,84,75,74,WSW,8,0,29.73,0.0,Partly Cloudy
11:30 PM,84,75,74,WSW,10,0,29.73,0.0,Partly Cloudy
12:00 AM,84,75,74,WSW,9,0,29.73,0.0,Partly Cloudy
12:30 AM,84,75,74,WSW,12,0,29.73,0.0,Partly Cloudy
1:00 AM,82,75,79,SW,8,0,29.70,0.0,Partly Cloudy
1:30 AM,82,75,79,WSW,9,0,29.70,0.0,Partly Cloudy
2:00 AM,82,75,79,WSW,8,0,29.70,0.0,Partly Cloudy
2:30 AM,82,75,79,WSW,8,0,29.67,0.0,Partly Cloudy
3:00 AM,82,75,79,SW,6,0,29.67,0.0,Partly Cloudy
3:30 AM,82,75,79,WSW,7,0,29.67,0.0,Partly Cloudy
4:00 AM,82,75,79,WSW,8,0,29.67,0.0,Partly Cloudy
4:30 AM,82,75,79,WSW,6,0,29.67,0.0,Partly Cloudy
5:00 AM,82,75,79,WSW,5,0,29.67,0.0,Partly Cloudy
5:30 AM,81,75,84,SW,3,0,29.67,0.0,Partly Cloudy
6:00 AM,82,75,79,WSW,6,0,29.67,0.0,Mostly Cloudy
6:30 AM,82,75,79,WSW,7,0,29.70,0.0,Light Rain
7:00 AM,82,75,79,SSW,5,0,29.70,0.0,Mostly Cloudy
7:30 AM,84,75,74,WSW,7,0,29.70,0.0,Mostly Cloudy
8:00 AM,84,77,79,WSW,7,0,29.70,0.0,Mostly Cloudy
8:30 AM,84,77,79,WSW,8,0,29.73,0.0,Mostly Cloudy
9:00 AM,84,75,74,WSW,12,0,29.73,0.0,Mostly Cloudy
9:30 AM,86,77,74,WSW,14,0,29.73,0.0,Mostly Cloudy
10:00 AM,86,75,70,WSW,15,0,29.73,0.0,Mostly Cloudy
10:30 AM,86,77,74,WSW,10,0,29.70,0.0,Mostly Cloudy
11:00 AM,86,75,70,WSW,12,0,29.70,0.0,Mostly Cloudy
11:30 AM,88,75,66,WSW,13,0,29.70,0.0,Mostly Cloudy
12:00 PM,88,77,70,W,16,0,29.70,0.0,Mostly Cloudy
12:30 PM,90,75,62,W,20,0,29.67,0.0,Partly Cloudy
1:00 PM,90,75,62,W,16,0,29.67,0.0,Partly Cloudy
1:30 PM,90,73,59,W,20,0,29.67,0.0,Partly Cloudy
2:00 PM,90,72,55,W,18,31,29.67,0.0,Partly Cloudy
2:30 PM,90,72,55,W,16,0,29.64,0.0,Partly Cloudy
3:00 PM,90,73,59,W,14,0,29.64,0.0,Partly Cloudy
3:30 PM,90,73,59,W,15,0,29.64,0.0,Partly Cloudy
4:00 PM,88,73,62,W,16,0,29.64,0.0,Partly Cloudy
4:30 PM,88,73,62,W,12,0,29.64,0.0,Partly Cloudy
5:00 PM,88,73,62,W,13,0,29.64,0.0,Partly Cloudy
5:30 PM,86,75,70,WSW,13,0,29.67,0.0,Partly Cloudy
6:00 PM,86,75,70,W,14,0,29.67,0.0,Light Rain
6:30 PM,86,75,70,WSW,10,0,29.67,0.0,Partly Cloudy
7:00 PM,84,75,74,SW,13,0,29.67,0.0,Partly Cloudy
7:30 PM,82,75,79,SW,8,0,29.70,0.0,Partly Cloudy
8:00 PM,84,77,79,WSW,7,0,29.70,0.0,Fair
8:30 PM,82,77,84,WSW,6,0,29.70,0.0,Light Rain
9:00 PM,84,75,74,W,8,0,29.73,0.0,Light Rain
9:30 PM,84,75,74,W,6,0,29.73,0.0,Partly Cloudy
10:00 PM,82,77,84,NNW,5,0,29.73,0.0,Partly Cloudy
10:30 PM,82,77,84,N,5,0,29.76,0.0,Partly Cloudy
11:00 PM,82,77,84,N,3,0,29.76,0.0,Partly Cloudy
11:30 PM,82,77,84,NNW,3,0,29.76,0.0,Partly Cloudy
12:00 AM,81,77,89,CALM,0,0,29.76,0.0,Partly Cloudy
12:30 AM,81,79,94,CALM,0,0,29.73,0.0,Partly Cloudy
1:00 AM,81,79,94,CALM,0,0,29.73,0.0,Partly Cloudy
1:30 AM,81,79,94,CALM,0,0,29.73,0.0,Partly Cloudy
2:00 AM,81,79,94,CALM,0,0,29.70,0.0,Partly Cloudy
2:30 AM,81,79,94,CALM,0,0,29.70,0.0,Partly Cloudy
3:00 AM,82,77,84,W,5,0,29.70,0.0,Partly Cloudy
3:30 AM,82,75,79,WSW,6,0,29.67,0.0,Partly Cloudy
4:00 AM,82,77,84,WSW,6,0,29.67,0.0,Partly Cloudy
4:30 AM,82,77,84,WSW,7,0,29.67,0.0,Partly Cloudy
5:00 AM,82,77,84,WSW,8,0,29.67,0.0,Partly Cloudy
5:30 AM,82,75,79,WSW,8,0,29.67,0.0,Partly Cloudy
6:00 AM,82,75,79,WSW,8,0,29.67,0.0,Partly Cloudy
6:30 AM,82,75,79,W,7,0,29.70,0.0,Partly Cloudy
7:00 AM,82,75,79,WSW,6,0,29.70,0.0,Partly Cloudy
7:30 AM,81,77,89,SW,5,0,29.70,0.0,Partly Cloudy
8:00 AM,82,77,84,SW,8,0,29.70,0.0,Partly Cloudy
8:30 AM,82,75,79,SSW,6,0,29.70,0.0,Partly Cloudy
9:00 AM,84,75,74,WSW,8,0,29.70,0.0,Partly Cloudy
9:30 AM,84,75,74,WSW,9,0,29.73,0.0,Partly Cloudy
10:00 AM,86,75,70,W,13,0,29.73,0.0,Partly Cloudy
10:30 AM,86,73,66,W,15,0,29.70,0.0,Mostly Cloudy
11:00 AM,86,75,70,W,12,0,29.70,0.0,Mostly Cloudy
11:30 AM,86,75,70,WSW,12,0,29.70,0.0,Light Rain
12:00 PM,86,75,70,W,12,0,29.70,0.0,Light Rain
12:30 PM,88,75,66,W,12,0,29.70,0.0,Light Rain
1:00 PM,88,75,66,W,12,0,29.70,0.0,Light Rain
1:30 PM,86,75,70,W,15,0,29.70,0.0,Light Rain
2:00 PM,86,77,74,W,12,0,29.67,0.0,Light Rain
2:30 PM,86,75,70,W,14,0,29.67,0.0,Partly Cloudy
3:00 PM,84,75,74,W,12,0,29.67,0.0,Partly Cloudy
3:30 PM,84,75,74,W,9,0,29.64,0.0,Partly Cloudy
4:00 PM,84,75,74,WNW,7,0,29.64,0.0,Fair
4:30 PM,84,77,79,W,9,0,29.64,0.0,Light Rain
5:00 PM,84,77,79,WSW,10,0,29.64,0.0,Partly Cloudy
5:30 PM,84,77,79,WSW,12,0,29.64,0.0,Partly Cloudy
6:00 PM,84,77,79,W,10,0,29.64,0.0,Partly Cloudy
6:30 PM,84,77,79,W,10,0,29.64,0.0,Fair
7:00 PM,84,77,79,W,10,0,29.64,0.0,Fair
7:30 PM,84,77,79,W,8,0,29.64,0.0,Fair
8:00 PM,84,75,74,W,9,0,29.67,0.0,Fair
8:30 PM,84,77,79,W,7,0,29.67,0.0,Partly Cloudy
9:00 PM,82,75,79,W,7,0,29.67,0.0,Partly Cloudy
9:30 PM,82,75,79,W,6,0,29.70,0.0,Partly Cloudy
10:00 PM,82,77,84,WSW,7,0,29.70,0.0,Light Rain
10:30 PM,82,75,79,WSW,6,0,29.70,0.0,Light Rain
11:00 PM,82,77,84,W,3,0,29.70,0.0,Light Rain
11:30 PM,81,77,89,SSW,3,0,29.70,0.0,Light Rain
12:00 AM,81,77,89,SW,3,0,29.70,0.0,Light Rain
12:30 AM,81,77,89,SSW,6,0,29.70,0.0,Light Rain
1:00 AM,81,77,89,SSW,5,0,29.70,0.0,Light Rain
1:30 AM,81,77,89,SW,8,0,29.67,0.0,Light Rain
2:00 AM,79,77,94,SW,6,0,29.67,0.0,Light Rain
2:30 AM,79,77,94,SW,7,0,29.64,0.0,Light Rain
3:00 AM,79,77,94,SW,8,0,29.64,0.0,Light Rain
3:30 AM,79,77,94,WSW,6,0,29.64,0.0,Light Rain
4:00 AM,79,77,94,W,6,0,29.64,0.0,Light Rain
4:30 AM,79,77,94,SW,6,0,29.61,0.0,Light Rain
5:00 AM,79,77,94,SW,6,0,29.61,0.0,Light Rain
5:30 AM,79,77,94,W,5,0,29.64,0.0,Light Rain
6:00 AM,79,77,94,W,5,0,29.64,0.0,Light Rain
6:30 AM,79,79,100,WSW,6,0,29.64,0.0,Light Rain
7:00 AM,79,79,100,WSW,7,0,29.64,0.0,Light Rain
7:30 AM,79,79,100,W,5,0,29.64,0.0,Light Rain
8:00 AM,79,79,100,W,7,0,29.67,0.0,Rain
8:30 AM,79,79,100,SSW,5,0,29.64,0.0,Light Rain
9:00 AM,79,79,100,SSW,6,0,29.64,0.0,Light Rain
9:30 AM,81,79,94,SW,8,0,29.64,0.0,Light Rain
10:00 AM,82,79,89,WSW,8,0,29.64,0.0,Light Rain
10:30 AM,82,77,84,WSW,9,0,29.64,0.0,Mostly Cloudy
11:00 AM,82,77,84,W,13,0,29.64,0.0,Light Rain
11:30 AM,82,77,84,WSW,9,0,29.64,0.0,Light Rain
12:00 PM,82,77,84,W,7,0,29.64,0.0,Light Rain
12:30 PM,82,77,84,W,9,0,29.61,0.0,Light Rain
1:00 PM,82,79,89,W,8,0,29.61,0.0,Light Rain
1:30 PM,82,79,89,W,8,0,29.61,0.0,Light Rain
2:00 PM,82,79,89,W,6,0,29.61,0.0,Light Rain
2:30 PM,82,79,89,W,6,0,29.58,0.0,Light Rain
3:00 PM,82,77,84,W,7,0,29.58,0.0,Light Rain
3:30 PM,82,79,89,WSW,7,0,29.58,0.0,Light Rain
4:00 PM,82,79,89,WSW,6,0,29.55,0.0,Light Rain
4:30 PM,82,79,89,W,5,0,29.55,0.0,Light Rain
5:00 PM,82,79,89,WSW,7,0,29.55,0.0,Light Rain
5:30 PM,82,79,89,WSW,5,0,29.55,0.0,Light Rain
6:00 PM,82,79,89,WSW,6,0,29.55,0.0,Light Rain
6:30 PM,82,79,89,WSW,6,0,29.55,0.0,Light Rain
7:00 PM,81,79,94,SW,5,0,29.55,0.0,Light Rain
7:30 PM,81,79,94,SW,3,0,29.58,0.0,Light Rain
8:00 PM,82,79,89,WSW,6,0,29.58,0.0,Light Rain
8:30 PM,82,79,89,WSW,7,0,29.58,0.0,Light Rain
9:00 PM,81,79,94,SSW,3,0,29.58,0.0,Light Rain
9:30 PM,81,81,100,SSW,6,0,29.61,0.0,Light Rain
10:00 PM,81,81,100,SW,5,0,29.61,0.0,Light Rain
10:30 PM,82,79,89,WSW,7,0,29.61,0.0,Mostly Cloudy
11:00 PM,82,79,89,SW,7,0,29.61,0.0,Light Rain
11:30 PM,82,77,84,SW,9,0,29.61,0.0,Mostly Cloudy
12:00 AM,81,79,94,SW,8,0,29.58,0.0,Mostly Cloudy
12:30 AM,81,77,89,SW,9,0,29.58,0.0,Mostly Cloudy
1:00 AM,81,77,89,WSW,6,0,29.58,0.0,Mostly Cloudy
1:30 AM,81,77,89,WSW,7,0,29.58,0.0,Mostly Cloudy
2:00 AM,81,77,89,SW,7,0,29.55,0.0,Mostly Cloudy
2:30 AM,81,77,89,WSW,6,0,29.55,0.0,Mostly Cloudy
3:00 AM,81,77,89,W,6,0,29.55,0.0,Mostly Cloudy
3:30 AM,81,77,89,WSW,7,0,29.55,0.0,Partly Cloudy
4:00 AM,81,77,89,WSW,7,0,29.55,0.0,Partly Cloudy
4:30 AM,81,77,89,WSW,8,0,29.55,0.0,Partly Cloudy
5:00 AM,81,77,89,WSW,10,0,29.55,0.0,Partly Cloudy
5:30 AM,81,75,84,WSW,8,0,29.55,0.0,Partly Cloudy
6:00 AM,81,75,84,WSW,5,0,29.55,0.0,Partly Cloudy
6:30 AM,81,75,84,SW,7,0,29.58,0.0,Partly Cloudy
7:00 AM,81,75,84,SW,7,0,29.58,0.0,Partly Cloudy
7:30 AM,81,75,84,SSW,7,0,29.58,0.0,Partly Cloudy
8:00 AM,82,77,84,SW,10,0,29.58,0.0,Partly Cloudy
8:30 AM,82,77,84,WSW,13,0,29.58,0.0,Partly Cloudy
9:00 AM,84,77,79,WSW,13,0,29.61,0.0,Mostly Cloudy
9:30 AM,84,77,79,WSW,14,0,29.61,0.0,Mostly Cloudy
